模块,位置描述,涉及版本,zh-CN 简体中文（中国大陆）,zh-TW 繁体中文（中国台湾）,en-US 英文（美国）,vi-VN 越南语（越南）,ar-SA 阿拉伯语（沙特阿拉伯）,es-ES 西班牙语（西班牙）,pt-BR 葡萄牙语（巴西）,fr-FR 法语（法国）,ja-JP 日语（日本）,ko-KR 韩语（韩国）,ur-PK 乌尔都语（巴基斯坦）,id-ID 印尼语（印度尼西亚）,hi-IN 印地语（印度）,ru-RU 俄语（俄罗斯）,tr-TR 土耳其语（土耳其）,使用场景/注意事项
系统提示/弹窗/权限,站内信模板 - 主播审核通过 - 标题,站内信模板,恭喜！你的主播申请已通过,恭喜！你的主播申請已通過,Congratulations! Your streamer application has been approved,Chúc mừng! Đơn đăng ký streamer của bạn đã được duyệt,تهانينا! تمت الموافقة على طلب انضمامك كمضيف,¡Enhorabuena! Tu solicitud de streamer ha sido aprobada,Parabéns! Sua solicitação de streamer foi aprovada,Félicitations ! Votre candidature streamer a été approuvée,おめでとうございます！配信者申請が承認されました,축하합니다! 스트리머 신청이 승인되었습니다,مبارک ہو! آپ کی اسٹریمر درخواست منظور ہو گئی,Selamat! Permohonan streamer Anda telah disetujui,बधाई! आपकी स्ट्रीमर आवेदन स्वीकृत हो गई है,Поздравляем! Ваша заявка стримера одобрена,Tebrikler! Yayıncı başvurunuz onaylandı,站内信 notify_type=4；占位符勿译；来源：英文站内信模板.xlsx；覆盖旧站内信短文案：主播审核通过
系统提示/弹窗/权限,系统提示/弹窗/权限 - 你已被移出群聊,,你已被移出群聊,你已被移出群聊,You were removed from the group chat,Bạn đã bị xóa khỏi cuộc trò chuyện nhóm,لقد تمت إزالتك من الدردشة الجماعية,Fuiste eliminado del chat grupal.,Você foi removido do bate-papo em grupo,Vous avez été supprimé du chat de groupe,グループチャットから削除されました,그룹 채팅에서 삭제되었습니다,آپ کو گروپ چیٹ سے ہٹا دیا گیا تھا۔,Anda telah dikeluarkan dari obrolan grup,आपको समूह चैट से हटा दिया गया था,Вас удалили из группового чата,Grup sohbetinden çıkarıldınız,通知中心/系统消息文案，需检查后端通知类型和跳转目标
系统提示/弹窗/权限,站内信模板 - 直播开播通知 - 标题,站内信模板,你关注的主播开播了！,你關注的主播開播了！,The streamer you follow is live now!,Streamer bạn theo dõi đang phát trực tiếp!,المضيف الذي تتابعه يبث الآن!,¡El streamer que sigues está en directo!,O streamer que você segue está ao vivo!,Le streamer que vous suivez est en direct !,フォロー中の配信者が配信を開始しました！,팔로우한 스트리머가 방송 중입니다!,آپ کا فالو کردہ اسٹریمر اب لائیو ہے!,Streamer yang Anda ikuti sedang live!,आपके फ़ॉलो किए स्ट्रीमर अब लाइव हैं!,"Стример, на которого вы подписаны, в эфире!",Takip ettiğiniz yayıncı şu an canlıda!,站内信 notify_type=2；占位符勿译；来源：英文站内信模板.xlsx；覆盖旧站内信短文案：关注的主播已开播
系统提示/弹窗/权限,系统提示/弹窗/权限 - 刚刚,,刚刚,剛剛,Just now,Vừa xong,الآن,Justo ahora,Agora há pouco,À l'instant,たった今,방금 전,ابھی ابھی,Baru saja,अभी,Только что,Az önce,通知中心/系统消息文案，需检查后端通知类型和跳转目标
系统提示/弹窗/权限,系统提示/弹窗/权限 - 加入群组失败，请稍后重试,,加入群组失败，请稍后重试,加入群組失敗,"Failed to join the group, please try again later","Tham gia nhóm thất bại, vui lòng thử lại sau",فشل الانضمام إلى المجموعة، يرجى المحاولة لاحقاً,"No se pudo unir al grupo, inténtalo de nuevo más tarde","Falha ao entrar no grupo, tente novamente mais tarde","Échec pour rejoindre le groupe, veuillez réessayer plus tard",グループへの参加に失敗しました。しばらくしてからお試しください,그룹 참여에 실패했습니다. 잠시 후 다시 시도해주세요,گروپ میں شامل ہونے میں ناکام، براہ کرم بعد میں دوبارہ کوشش کریں,"Gagal bergabung ke grup, silakan coba lagi nanti","समूह में शामिल होने में विफल, कृपया बाद में फिर प्रयास करें","Не удалось вступить в группу, попробуйте позже","Gruba katılınamadı, lütfen daha sonra tekrar deneyin",通知中心/系统消息文案，需检查后端通知类型和跳转目标
系统提示/弹窗/权限,系统提示/弹窗/权限 - 加入群组成功,,加入群组成功,加入群組成功,Successfully joined the group,Tham gia nhóm thành công,تم الانضمام إلى المجموعة بنجاح,Te uniste al grupo con éxito,Entrou no grupo com sucesso,Groupe rejoint avec succès,グループへの参加に成功しました,그룹에 참여했습니다,گروپ میں کامیابی سے شامل ہو گئے,Berhasil bergabung ke grup,समूह में सफलतापूर्वक शामिल हुए,Вы успешно вступили в группу,Gruba başarıyla katıldınız,通知中心/系统消息文案，需检查后端通知类型和跳转目标
系统提示/弹窗/权限,系统提示/弹窗/权限 - 已全部标记为已读,,已全部标记为已读,已全部標記為已讀,Messages have been marked as read,Đã đánh dấu tất cả tin nhắn là đã đọc,تم تعليم الرسائل كمقروءة,Los mensajes se marcaron como leídos,Mensagens marcadas como lidas,Les messages ont été marqués comme lus,メッセージを既読にしました,메시지가 읽음 처리되었습니다,پیغامات کو پڑھا ہوا نشان زد کر دیا گیا,Pesan telah ditandai sudah dibaca,संदेश पढ़े हुए चिह्नित कर दिए गए हैं,Сообщения отмечены как прочитанные,Mesajlar okundu olarak işaretlendi,通知中心/系统消息文案，需检查后端通知类型和跳转目标
系统提示/弹窗/权限,系统提示/弹窗/权限 - 已清空通知,,已清空通知,已清空通知,Notifications have been cleared,Đã xóa thông báo,تم مسح الإشعارات,Las notificaciones se limpiaron,Notificações limpas,Les notifications ont été effacées,通知をクリアしました,알림이 정리되었습니다,اطلاعات صاف کر دی گئیں,Notifikasi telah dibersihkan,सूचनाएँ साफ कर दी गई हैं,Уведомления очищены,Bildirimler temizlendi,通知中心/系统消息文案，需检查后端通知类型和跳转目标
系统提示/弹窗/权限,站内信模板 - 预约直播取消 - 标题,站内信模板,预约直播已取消,預約直播已取消,Upcoming Live Session Cancelled,Buổi live sắp tới đã bị hủy,تم إلغاء جلسة البث القادمة,Sesión en directo próxima cancelada,Sessão ao vivo próxima cancelada,Session live à venir annulée,予定の配信がキャンセルされました,예정된 라이브가 취소되었습니다,آنے والا لائیو سیشن منسوخ,Sesi Live Mendatang Dibatalkan,आगामी लाइव सत्र रद्द,Предстоящий эфир отменён,Yaklaşan Canlı Oturum İptal Edildi,站内信 notify_type=11；占位符勿译；来源：英文站内信模板.xlsx；覆盖旧站内信短文案：已预约的直播已取消
系统提示/弹窗/权限,站内信模板 - 提现失败 - 标题,站内信模板,你的提现申请失败,你的提現申請失敗,Your withdrawal application has failed,Yêu cầu rút tiền của bạn đã thất bại,فشلت طلبية السحب الخاصة بك,Tu solicitud de retiro ha fallado,Sua solicitação de saque falhou,Votre demande de retrait a échoué,出金申請に失敗しました,출금 신청이 실패했습니다,آپ کی رقم نکالنے کی درخواست ناکام ہو گئی,Permohonan penarikan Anda gagal,आपका निकासी आवेदन विफल रहा,Ваша заявка на вывод средств не выполнена,Para çekme başvurunuz başarısız oldu,站内信 notify_type=10；占位符勿译；来源：英文站内信模板.xlsx；覆盖旧站内信短文案：提现失败
系统提示/弹窗/权限,站内信模板 - 提现成功 - 标题,站内信模板,恭喜！你的提现申请已成功,恭喜！你的提現申請已成功,Congratulations! Your withdrawal application has been successful,Chúc mừng! Yêu cầu rút tiền của bạn đã thành công,تهانينا! نجحت طلبية السحب الخاصة بك,¡Enhorabuena! Tu solicitud de retiro se ha completado con éxito,Parabéns! Sua solicitação de saque foi bem-sucedida,Félicitations ! Votre demande de retrait a été traitée avec succès,おめでとうございます！出金申請が完了しました,축하합니다! 출금 신청이 성공했습니다,مبارک ہو! آپ کی رقم نکالنے کی درخواست کامیاب ہو گئی,Selamat! Permohonan penarikan Anda berhasil,बधाई! आपका निकासी आवेदन सफल रहा,Поздравляем! Ваша заявка на вывод средств успешно обработана,Tebrikler! Para çekme başvurunuz başarılı oldu,站内信 notify_type=9；占位符勿译；来源：英文站内信模板.xlsx；覆盖旧站内信短文案：提现成功
系统提示/弹窗/权限,系统提示/弹窗/权限 - 操作失败,,操作失败,操作失敗,Action failed,Hành động không thành công,فشل الإجراء,La acción falló,Falha na ação,L'action a échoué,アクションが失敗しました,작업 실패,کارروائی ناکام ہوگئی,Tindakan gagal,कार्रवाई विफल रही,Действие не выполнено,İşlem başarısız oldu,通知中心/系统消息文案，需检查后端通知类型和跳转目标
系统提示/弹窗/权限,系统提示/弹窗/权限 - 数值 分钟前,,{{count}} 分钟前,{{count}} 分鐘前,{{count}} minutes ago,{{count}} phút trước,منذ {{count}} دقيقة,hace {{count}} minutos,{{count}} minutos atrás,il y a {{count}} minutes,{{count}}分前,{{count}}분 전,{{count}} منٹ پہلے,{{count}} menit yang lalu,{{count}} मिनट पहले,{{count}} минут назад,{{count}} dakika önce,含动态变量，翻译时必须保留 {{}} 内占位符，前后语序可按语言调整
